EVENT,ev_lat,ev_lon,dep,NET_STA,st_lat,st_lon,Mw_RCMT,RR,vs30,sf,Tmax_s,pga,T0_010,T0_025,T0_040,T0_050,T0_070,T0_100,T0_150,T0_200,T0_250,T0_300,T0_350,T0_400,T0_450,T0_500,T0_600,T0_700,T0_750,T0_800,T0_900,T1_000,T1_200,T1_400,T1_600,T1_800,T2_000,T2_500,T3_000,T3_500,T4_000,T4_500,T5_000,T6_000,T7_000,T8_000,T9_000,T10_000,pgv
IT-1976-0003,46.244,13.298,8.9,IT.TLM1,46.381401,12.9839,4.9,28.6113012599,458,TF,2,94.3543475,94.4278,97.2633,110.9345,121.6475,241.698,261.262,206.208,162.993,175.3215,129.9545,99.19595,74.9025,66.6146,46.7764,28.56185,19.5631,16.2882,13.12805,9.10601,7.695625,6.264095,5.345715,4.046145,3.944685,3.464225,1.723645,1.197415,0.9012605,0.7159185,0.6139465,0.5068275,0.392618,0.320384,0.2703015,0.2334285,0.205424,2.64575
IT-1976-0004,46.267,13.226,12.6,IT.TLM1,46.381401,12.9839,4.2066,22.5678917039,458,TF,2,35.051283,35.0719,35.5227,36.91845,39.047,45.55365,53.5246,56.2115,66.832,95.042,90.5998,85.3956,83.40805,70.67665,59.4576,36.2542,23.1712,19.1166,16.5927,13.34415,10.34165,7.185295,4.804495,3.55425,2.932195,2.20372,1.461365,0.835025,0.6044775,0.471057,0.38815,0.308309,0.226721,0.180743,0.151619,0.1309865,0.1150045,1.737305
IT-1976-0005,46.213,13.323,13.3,E.FRC,46.221111,12.996667,5.1,25.1959205602,454,TF,2.5,37.713062,37.81505,38.56625,40.8532,45.9733,56.17295,88.7206,125.6295,119.734,84.10085,57.74125,40.2567,31.84405,24.2989,17.96075,12.23515,8.124685,7.61218,7.95964,6.50634,5.81334,3.944625,3.217115,2.35018,1.91916,1.68585,0.976265,0.655758,0.457924,0.336339,0.2831665,0.227848,0.1707445,0.137818,0.115187,0.0990515,0.086918,1.15978
IT-1976-0005,46.213,13.323,13.3,IT.MJN,46.178056,13.0625,5.1,20.4796966385,279.1,TF,3.33333333333333,63.2120305,63.513,67.61765,88.6522,107.701,154.649,128.407,137.9755,111.596,104.9825,56.2348,37.2187,33.1244,30.9935,37.1606,33.2495,30.084,35.02395,32.88835,31.40595,27.58575,15.715,13.4371,11.1599,9.264725,6.774525,3.808395,2.36859,1.53751,1.0786,0.8377265,0.606295,0.4051165,0.3080395,0.253489,0.2120545,0.1828205,1.8308
IT-1976-0005,46.213,13.323,13.3,IT.TLM1,46.381401,12.9839,5.1,32.1404259527,458,TF,2.5,32.704115,32.7297,33.8523,36.97475,36.79105,56.34125,93.7824,68.88135,57.68785,77.618,63.89525,45.5745,30.9936,23.776,21.66115,17.8137,13.14495,13.022,13.5689,10.3675,9.23466,10.5564,10.1887,9.81723,5.821135,4.905755,2.329405,1.32581,1.220655,0.879068,0.551511,0.483317,0.283897,0.1988155,0.1533825,0.1244595,0.105762,1.10659
IT-1976-0006,46.264,13.213,6.8,E.FRC,46.221111,12.996667,4.8462,17.3522296543,454,TF,2,29.259736,29.29645,30.9577,33.395,42.4407,49.25765,81.3695,54.5719,68.67485,69.4251,70.67845,75.1959,54.5711,33.18175,21.80635,11.343,8.375865,7.02419,6.374935,5.164745,4.503475,3.54064,2.58479,2.33627,1.448635,1.13089,0.6595505,0.5636025,0.4429945,0.3255425,0.2413115,0.178791,0.1333125,0.106536,0.089423,0.0768715,0.06763,1.130895
IT-1976-0006,46.264,13.213,6.8,IT.MJN,46.178056,13.0625,4.8462,15.0364467084,279.1,TF,2.85714285714286,42.147852,42.3455,43.8358,61.2164,67.6037,76.0317,106.595,116.6425,146.2445,97.1153,61.3034,50.8144,43.8412,32.9624,26.3851,24.4762,27.5478,20.5507,15.57905,11.25595,9.727345,6.88126,4.664765,3.14117,2.444115,1.88989,1.2455,0.8071885,0.619285,0.4558205,0.381002,0.3047945,0.2227935,0.17482,0.1440065,0.1231505,0.108014,1.512925
IT-1976-0007,46.234,13.054,12.3,E.FRC,46.221111,12.996667,5,4.64921307234,454,TF,3.33333333333333,226.1832505,227.688,234.053,296.84,320.25,321.715,376.1515,484.2875,588.2845,631.901,542.431,596.4385,746.103,568.093,453.2785,245.4095,156.5415,126.1285,115.0215,88.1544,70.80365,53.27165,38.1269,31.362,25.3988,19.57555,10.3474,7.137305,5.55315,4.410815,3.714375,2.980305,2.20089,1.727945,1.420395,1.20652,1.049825,13.08515
IT-1976-0007,46.234,13.054,12.3,IT.MJN,46.178056,13.0625,5,6.25297912123,279.1,TF,3.33333333333333,55.135237,55.7228,66.81605,225.309,135.732,99.66555,137.883,182.0995,185.2465,133.547,99.12205,70.09325,73.0879,90.59565,87.3075,76.5194,62.03045,56.2733,50.37085,47.17575,43.77555,32.5928,20.877,14.74725,10.7645,7.769045,4.907725,2.91684,1.99114,1.59435,1.301725,1.074965,0.810903,0.622594,0.49322,0.4035345,0.3393085,3.181235
IT-1976-0007,46.234,13.054,12.3,IT.TLM1,46.381401,12.9839,5,17.2516187479,458,TF,2.5,26.424409,26.57015,27.0467,30.40515,34.1082,51.05565,65.31505,78.9522,54.66265,79.01585,61.1044,74.7402,53.46895,44.226,37.88155,21.69085,20.138,19.34465,16.60015,12.42025,11.4589,9.611485,5.912765,4.32508,2.81885,2.117555,1.086685,0.757492,0.543276,0.3728485,0.331421,0.280601,0.208684,0.1578315,0.129498,0.11121,0.0966885,1.212205
IT-1976-0007,46.234,13.054,12.3,IT.TRC,46.214469,13.224934,5,13.3650219405,780,TF,1.66666666666667,58.114288,58.4777,64.2292,86.27345,98.2123,122.8405,127.8145,125.365,86.19085,58.7311,38.52915,26.07525,18.864,13.73695,10.06288,6.7178,5.360235,4.858995,4.400975,3.658745,3.098625,2.25929,1.70857,1.31648,1.045575,0.8599205,0.5750685,0.422363,0.3306455,0.27003,0.23501,0.195989,0.1531565,0.125309,0.105977,0.0916825,0.080734,1.259985
IT-1976-0008,46.228,13.008,6.5,E.FRC,46.221111,12.996667,4.2066,1.16225407217,454,TF,1.66666666666667,69.0877875,69.3924,72.30095,92.28485,108.3335,134.1035,233.389,221.7885,139.3405,137.3585,150.933,165.3585,130.232,86.717,57.54825,31.9035,19.3789,16.00605,12.6976,7.890415,6.140215,4.4033,3.314125,2.621345,2.241295,1.79969,1.15521,0.8133905,0.6824375,0.576785,0.5055275,0.4266275,0.341436,0.2847195,0.242872,0.21213,0.1889915,2.89408
IT-1976-0008,46.228,13.008,6.5,IT.TLM1,46.381401,12.9839,4.2066,17.1524116984,458,TF,1.25,15.2980755,15.302,17.0506,21.70045,22.82495,36.42035,29.79025,28.49265,29.61915,28.3438,26.7192,28.3511,24.161,22.0347,18.18785,12.86345,11.519,10.53845,9.092535,7.811515,7.31294,4.85526,3.66921,2.449745,1.66399,1.29275,0.8347745,0.456962,0.349105,0.272681,0.2210085,0.163118,0.1102505,0.0842715,0.067388,0.055666,0.0470345,0.55806
IT-1976-0008,46.228,13.008,6.5,IT.TRC,46.214469,13.224934,4.2066,16.804760267,780,TF,1.25,16.21622,16.26465,16.5875,17.61335,18.82375,27.43435,36.46435,33.0981,48.0444,39.9518,35.9712,28.14975,21.03175,15.1451,11.0034,8.293775,5.40417,4.390925,3.71645,2.47752,1.95628,1.24842,0.8627685,0.6421855,0.50086,0.4038735,0.2625855,0.190208,0.147721,0.1201795,0.1047895,0.0884285,0.0709655,0.0596005,0.0514555,0.045441,0.040689,0.6429835
IT-1976-0009,46.205,13.304,33,E.FRC,46.221111,12.996667,4.3132,23.7829914389,454,NF,1,18.0600575,18.15075,18.7829,21.4922,23.0987,28.299,33.183,61.0936,44.87635,51.37285,38.66755,38.99815,24.60415,13.5614,11.57745,6.625285,4.685005,4.570645,4.207895,3.233525,2.630885,1.37426,1.13402,0.934984,0.690767,0.576447,0.3651735,0.237435,0.179472,0.1525335,0.135179,0.1147495,0.0907875,0.0739365,0.06334,0.055502,0.0494055,0.7289455
IT-1976-0010,46.267,12.992,6.4,E.FRC,46.221111,12.996667,4.2066,5.11352458611,454,TF,3.33333333333333,64.182362,64.3271,65.1465,71.1217,89.61775,101.7765,130.744,169.854,158.799,167.0725,206.433,235.311,171.8935,116.659,82.82385,43.99255,29.9832,25.93765,22.53005,16.73225,12.50485,9.339835,6.517325,5.05408,3.68602,3.098945,1.876205,1.369225,1.049315,0.835047,0.712464,0.5775755,0.4272105,0.3342055,0.274331,0.2343135,0.2048015,3.17269
IT-1976-0010,46.267,12.992,6.4,E.SRC0,46.226389,12.998333,4.2066,4.54050466823,946.9,TF,2.5,39.266174,39.3298,41.198,45.50255,58.96805,77.23265,117.254,104.6795,70.2242,59.9722,54.969,45.3773,34.86385,30.89185,29.2584,24.06,20.90145,19.10105,16.168,12.1147,9.59363,7.226535,4.38369,3.224755,2.59884,1.928575,1.18113,0.828002,0.6138665,0.4762825,0.3997335,0.31663,0.233529,0.183273,0.1500785,0.1266195,0.1093915,1.46189
IT-1976-0011,46.038,13.227,33,E.FRC,46.221111,12.996667,3.567,27.0393598643,454,TF,2,23.956258,24.001,24.4962,27.3943,37.33825,43.55895,49.5976,55.5037,80.5513,70.16355,70.47665,64.9424,42.4461,25.11395,19.29655,14.5468,11.4629,9.804805,9.164405,7.436795,5.643895,3.122425,2.248145,1.636075,1.19835,0.9545255,0.5885535,0.3981695,0.290214,0.229412,0.19518,0.161161,0.127222,0.106107,0.090708,0.0797805,0.0716425,1.09907
IT-1976-0013,46.236,12.932,5.3,E.FRC,46.221111,12.996667,4.2066,5.25601410902,454,TF,1.42857142857143,21.471451,21.4717,23.0405,34.5551,38.1604,47.22965,50.57745,51.50925,49.0585,32.40445,28.90605,23.0862,22.2708,19.47005,16.95025,12.63125,10.53415,10.54805,10.3159,8.151505,5.519205,5.46464,3.04867,2.938405,1.835895,1.16967,0.743401,0.4796105,0.3293235,0.2555825,0.2146915,0.171472,0.126211,0.0983505,0.079659,0.0670965,0.0583435,0.839076
IT-1976-0013,46.236,12.932,5.3,IT.SMU,46.339722,13.061389,4.2066,15.2428393118,1500.5,TF,1.42857142857143,9.49007,9.547205,10.3311,12.6919,17.1494,19.74905,19.6636,16.59295,12.06475,9.271575,7.535565,6.35428,5.483085,4.741905,3.99469,3.104465,2.586105,2.4535,2.267235,1.83286,1.870525,1.191925,0.8471885,0.5765545,0.4556995,0.3818875,0.25198,0.176815,0.131552,0.1024495,0.086071,0.0685245,0.0501065,0.0388865,0.0314795,0.026259,0.0224145,0.2276075
IT-1976-0014,46.316,13.26,9.4,E.FRC,46.221111,12.996667,4.633,22.8763792982,454,TF,1,44.3246405,44.44365,45.2869,46.44265,46.8282,64.0572,114.471,92.5742,94.08895,114.2775,158.2285,127.0335,75.8891,43.52075,30.3402,16.58175,10.6437,8.737685,7.41899,5.709445,4.39597,2.809465,2.038625,1.57387,1.24474,1.007829,0.6812075,0.525567,0.4260015,0.357665,0.3191185,0.274865,0.222447,0.1872455,0.161984,0.14298,0.128041,2.00937
IT-1976-0014,46.316,13.26,9.4,EU.GMN,46.29196,13.12313,4.633,10.8775318955,445,TF,2,48.7051085,48.87645,50.29265,53.9563,56.17365,89.3684,113.824,98.78165,115.018,118.672,93.85775,73.04695,55.29045,44.6991,35.15065,24.6233,13.98845,11.3398,9.78608,7.940975,6.429485,4.35163,2.99625,2.05878,1.616415,1.333035,0.897866,0.6758965,0.5384835,0.4454995,0.3914525,0.3299155,0.25954,0.213817,0.181776,0.15802,0.1398335,1.985665
IT-1976-0014,46.316,13.26,9.4,IT.MAA,46.185710907,13.0692358017,4.633,20.6430042639,344,TF,1.66666666666667,47.4254305,47.60915,49.21115,60.91745,70.026,87.8428,91.4941,101.68115,135.5075,240.242,167.737,90.1442,69.80375,54.32935,39.88415,22.5259,14.54255,12.10595,10.4717,8.537395,7.445025,5.549125,4.274885,3.039655,2.23973,1.86669,1.238825,0.863359,0.641513,0.5008455,0.4221905,0.3451635,0.272575,0.221877,0.1854975,0.1598445,0.139789,1.94522
IT-1976-0014,46.316,13.26,9.4,IT.MAT,46.185710907,13.0692358017,4.633,20.6430042639,344,TF,1,16.425022,16.45085,16.705,17.6302,18.66695,20.50165,39.3568,43.89415,34.75125,31.20835,31.20605,29.55125,29.21665,31.6314,23.39075,17.36765,12.27765,10.62675,9.55629,6.693165,5.48238,3.43632,2.27423,1.58174,1.16003,0.884308,0.527651,0.362155,0.2730225,0.2179445,0.186945,0.153673,0.118216,0.0956555,0.080326,0.0691385,0.060642,0.791168
IT-1976-0015,46.237,12.967,9.3,E.FRC,46.221111,12.996667,4.2066,2.89084793807,454,TF,2,61.34346,61.46385,63.5528,83.962,92.2992,122.2845,293.342,122.261,107.6285,109.302,84.37285,69.1391,52.35645,40.64875,31.2133,19.37585,13.14555,11.15925,9.524155,7.32443,5.716345,3.69769,2.5463,1.90017,1.50515,1.21521,0.7660905,0.550019,0.439435,0.3645075,0.319392,0.271361,0.214336,0.177198,0.1501475,0.13021,0.1149245,1.803205
IT-1976-0015,46.237,12.967,9.3,E.SRC0,46.226389,12.998333,4.2066,2.68943900456,946.9,TF,2,31.155664,31.27565,32.3327,34.4176,39.57765,49.6997,67.61125,83.01825,61.04345,53.99655,38.2241,32.31325,27.64165,24.1927,20.9094,14.938,10.24435,8.957005,7.75512,6.10098,5.285805,3.467225,2.222665,1.73259,1.34726,1.044925,0.744423,0.5444725,0.4165415,0.328592,0.278007,0.2250915,0.1694205,0.1348655,0.1123805,0.0966085,0.0841615,1.02811
IT-1976-0015,46.237,12.967,9.3,IT.MAA,46.185710907,13.0692358017,4.2066,9.73362033453,344,TF,2.5,30.3514065,30.49505,31.09775,33.9359,38.2384,74.1555,70.22895,66.8196,133.234,115.2395,76.7304,59.27045,34.5112,32.0887,26.9456,18.85945,10.73145,9.16473,7.900105,5.150145,3.852735,3.35905,2.8646,2.36209,1.638525,1.104495,0.7101025,0.4579645,0.343225,0.2737085,0.2345665,0.1991195,0.157755,0.1294845,0.1098215,0.0951435,0.0840965,1.291725
IT-1976-0015,46.237,12.967,9.3,IT.MAT,46.185710907,13.0692358017,4.2066,9.73362033453,344,TF,2,11.243351,11.29185,11.657,12.09245,13.5844,19.6805,37.00345,26.47525,23.31745,17.75655,19.15875,21.7261,16.12165,17.46235,15.90725,9.89463,5.46466,4.479915,4.372575,3.287235,3.221505,2.305825,1.79314,1.194445,0.7246235,0.512098,0.325258,0.2204585,0.162082,0.1172795,0.0957635,0.07588,0.058146,0.0467135,0.038849,0.0328875,0.0285315,0.421418
IT-1976-0015,46.237,12.967,9.3,IT.SMU,46.339722,13.061389,4.2066,13.5381705603,1500.5,TF,2.5,12.1133095,12.11985,12.4786,14.57945,17.28255,23.6831,26.99,36.88375,31.4013,25.88965,21.35275,16.67005,10.00752,7.55519,7.09666,4.47746,4.002015,3.857655,3.789185,3.90974,4.132725,2.69625,1.97325,1.421415,1.122415,0.84678,0.509549,0.3592795,0.2098305,0.1453005,0.1181645,0.090971,0.064843,0.0529545,0.0446195,0.037962,0.0325875,0.5048305
IT-1976-0016,46.246,13.001,9.9,E.FRC,46.221111,12.996667,4.4198,2.78667527869,454,TF,3.33333333333333,87.5675965,88.0162,91.585,101.966,152.5425,196.4545,229.883,197.8205,136.917,162.6325,207.4115,229.292,125.005,73.27705,50.14095,29.70775,23.4761,20.7668,17.72015,12.659,8.892735,7.15663,5.751235,5.17491,4.60897,3.84419,2.23706,1.51055,1.062555,0.8512125,0.7259085,0.588771,0.436807,0.3409245,0.2769325,0.232356,0.201034,2.75217
IT-1976-0016,46.246,13.001,9.9,E.SRC0,46.226389,12.998333,4.4198,2.18956401181,946.9,TF,2.5,45.1799165,45.27775,47.6723,54.13215,58.2951,96.96015,130.6835,99.26735,57.67185,59.28175,53.0544,47.07305,42.8413,39.00215,32.83005,30.10825,22.45915,20.15555,18.59875,14.3461,11.96475,8.86542,6.46749,5.117545,3.45096,2.65914,1.52069,1.037155,0.7523945,0.5776085,0.4813385,0.379015,0.2769225,0.216121,0.1771205,0.149741,0.1295695,1.836305
IT-1976-0016,46.246,13.001,9.9,IT.MAA,46.185710907,13.0692358017,4.4198,8.52242583625,344,TF,2.5,42.794079,42.87095,44.5047,51.8032,55.82495,120.061,91.8528,112.2905,149.129,139.524,92.03705,73.99205,66.6125,46.06055,38.9216,36.4948,18.775,14.03525,10.92885,8.54987,6.986165,5.72425,4.00904,3.07711,2.537775,2.017075,1.23192,0.88161,0.6574085,0.505262,0.415096,0.323428,0.244455,0.1964235,0.163729,0.140301,0.1228315,1.53645
IT-1976-0016,46.246,13.001,9.9,IT.MAP,46.1858978271,13.0700626373,4.4198,8.5457304654,344,TF,3.33333333333333,18.383193,18.38495,18.8369,21.20305,21.5983,41.4518,50.9562,77.489,48.64285,43.0729,37.09815,42.44855,41.1608,33.24005,30.40695,27.1633,13.73585,10.20362,8.571025,7.116815,5.95173,4.074435,3.44619,2.10254,1.5066,1.19864,0.7163575,0.463354,0.3430915,0.265106,0.2211585,0.174428,0.1262995,0.09775,0.0801245,0.068269,0.0594485,0.8882445
IT-1976-0016,46.246,13.001,9.9,IT.MAT,46.185710907,13.0692358017,4.4198,8.52242583625,344,TF,3.33333333333333,15.912422,15.92035,16.33045,17.27565,18.6246,29.3094,35.1622,53.7948,31.9991,24.8194,28.41225,33.2638,34.61765,27.3481,25.2011,27.4253,13.46335,10.25735,8.15395,6.659815,5.801895,4.288885,3.46714,2.44904,1.520455,1.03871,0.6263685,0.4703235,0.337231,0.256856,0.21737,0.1717965,0.1230445,0.09436,0.077288,0.0652075,0.0561675,0.7474165
IT-1976-0017,46.15,12.891,9.5,E.FRC,46.221111,12.996667,5.2,11.3591383186,454,TF,2,53.748436,53.85805,54.9529,59.19395,64.5189,75.85205,110.962,174.202,151.481,139.189,107.364,120.633,126.662,111.3,68.01995,34.83575,20.9144,17.1013,13.92995,10.41885,8.14951,5.44787,3.816305,2.88876,2.19159,1.7314,1.174285,0.83275,0.626564,0.488886,0.4148155,0.3396325,0.259308,0.210697,0.1791055,0.159288,0.142403,2.24604
IT-1976-0017,46.15,12.891,9.5,EU.GMN,46.29196,13.12313,5.2,23.8696218461,445,TF,1.25,29.6279105,29.79025,31.5419,37.99545,44.91465,69.78355,92.21545,43.26995,43.88055,25.90785,15.62855,12.081,11.0466,7.311645,5.902005,3.513365,3.177845,2.89476,2.633805,2.067075,1.666075,1.12689,0.9699885,0.6439915,0.470893,0.401585,0.2769755,0.2031745,0.1575215,0.1281265,0.1110285,0.0911155,0.070755,0.0575835,0.048184,0.0413335,0.0364425,0.5055955
IT-1976-0017,46.15,12.891,9.5,IT.MAA,46.185710907,13.0692358017,5.2,14.3258299061,344,TF,3.33333333333333,72.9396135,72.96175,74.25695,83.15395,86.6557,97.48785,106.6345,144.715,255.3875,382.7225,211.7495,129.7175,88.74635,78.7889,60.32415,40.15065,32.8682,28.9121,25.17405,23.0341,23.25915,17.97325,14.433,11.8746,9.92015,8.187115,5.38322,3.87685,2.742495,1.96134,1.534805,1.112085,0.728623,0.531873,0.4165375,0.342046,0.2902785,3.592805
IT-1976-0017,46.15,12.891,9.5,IT.MAT,46.185710907,13.0692358017,5.2,14.3258299061,344,TF,3.33333333333333,13.832006,13.8573,14.5929,16.167,20.57745,22.7075,29.02825,38.487,42.01895,39.1039,41.82705,33.23175,31.78135,29.1191,27.46635,15.45835,12.23575,9.744555,8.42896,6.90084,6.06783,3.83132,3.02073,2.576675,2.253035,1.808725,1.16728,0.810995,0.5593305,0.3995205,0.3121255,0.2251235,0.14553,0.1102165,0.087216,0.0716825,0.060502,0.735559
IT-1976-0017,46.15,12.891,9.5,IT.SMT,46.339722,13.061389,5.2,24.8477170719,1500.5,TF,1,3.2650665,3.29786,3.79325,5.284295,8.01205,9.773735,5.774045,4.512485,2.691875,2.44701,1.80697,1.65265,1.633865,1.67628,1.306835,1.455365,1.18885,1.185125,1.19609,0.815905,0.7423725,0.3206935,0.2272775,0.1406475,0.10697,0.088702,0.048489,0.030081,0.023736,0.018545,0.015522,0.012618,0.009494,0.0075375,0.0062145,0.005265,0.0045535,0.05674515
IT-1976-0017,46.15,12.891,9.5,IT.SMU,46.339722,13.061389,5.2,24.8477170719,1500.5,TF,1.42857142857143,5.8310305,5.85925,6.457725,9.675115,9.61573,14.0437,17.2514,11.05195,8.962495,9.09646,6.346,4.32765,3.393015,2.7088,2.635785,2.05914,1.622675,1.338595,1.220875,1.06057,0.811047,0.6327625,0.491408,0.3161575,0.2579455,0.191976,0.0830055,0.0577205,0.0441935,0.035524,0.030598,0.0250585,0.0188985,0.0151505,0.012928,0.011227,0.0098845,0.133843
IT-1976-0018,46.281,13.155,7.2,EU.GMN,46.29196,13.12313,4.2066,2.74154329864,445,TF,0.666666666666667,35.7351245,35.83515,38.58285,47.11455,56.96445,81.2074,126.4735,42.5526,19.7959,14.19185,11.7565,8.427635,6.25854,5.381155,4.30619,2.66908,1.870055,1.48198,1.285865,1.03041,0.843939,0.589314,0.4437205,0.350827,0.28817,0.243368,0.1753395,0.1387975,0.1138865,0.096809,0.0865375,0.075724,0.0622925,0.053171,0.0464075,0.0411705,0.0369955,0.58789
IT-1976-0018,46.281,13.155,7.2,IT.MAT,46.185710907,13.0692358017,4.2066,12.4882057144,344,TF,1,6.365402,6.39413,6.79937,7.616725,8.251615,12.3516,18.55685,12.91035,7.254085,6.29639,5.744795,6.419985,6.01777,5.212425,4.499075,3.719005,2.41698,1.940485,1.557655,1.05919,0.771852,0.468647,0.474396,0.284412,0.2033485,0.157236,0.095891,0.0647275,0.049428,0.0395445,0.034166,0.028362,0.0219955,0.018188,0.0155975,0.013759,0.01232,0.1800595
IT-1976-0018,46.281,13.155,7.2,IT.SMT,46.339722,13.061389,4.2066,9.72634909442,1500.5,TF,1,5.611328,5.638325,5.982655,9.531715,14.3267,13.6037,11.9926,11.3578,8.59583,7.91527,7.03338,6.063705,4.960165,3.819175,3.24797,2.517265,2.765865,2.39324,1.92113,1.30832,1.0146,0.676297,0.4034015,0.283067,0.227786,0.186491,0.120694,0.0856635,0.0637785,0.0499025,0.042126,0.0337745,0.025351,0.019937,0.0162835,0.013864,0.0118965,0.1668875
IT-1976-0018,46.281,13.155,7.2,IT.SMU,46.339722,13.061389,4.2066,9.72634909442,1500.5,TF,1,9.784249,9.790875,10.14945,14.82185,18.33875,23.89135,28.3609,13.62625,18.15335,16.16325,9.345125,10.5454,9.646295,8.041765,7.34623,4.709635,2.907845,2.476865,2.16384,1.731825,1.38115,0.856861,0.526701,0.383499,0.3055685,0.2487345,0.161739,0.115312,0.087686,0.07001,0.05991,0.048889,0.036783,0.0292815,0.024123,0.0202765,0.0174275,0.251503
IT-1976-0019,46.32,13.261,9.2,IT.MAT,46.185710907,13.0692358017,4.4198,21.0111564676,344,TF,1,8.416609,8.435625,8.748215,10.1934,10.66955,14.0822,26.3352,20.56195,15.2901,9.926405,8.753295,6.37316,5.44539,3.56054,3.32899,2.585245,1.865075,1.664785,1.44929,1.15401,0.835258,0.544565,0.366728,0.2474,0.1830265,0.161553,0.1004745,0.072021,0.0574035,0.0487665,0.043322,0.0369585,0.0294185,0.0244235,0.0207925,0.018164,0.016144,0.2318015
IT-1976-0019,46.32,13.261,9.2,IT.SMT,46.339722,13.061389,4.4198,15.5259320049,1500.5,TF,1,9.498034,9.611465,10.84195,14.1228,17.7169,23.18405,14.9557,10.41905,6.23161,5.15583,4.938985,4.60824,4.67086,4.34756,3.97818,3.109315,2.357135,2.113505,1.842815,1.443865,1.06076,0.6609015,0.472375,0.3297815,0.249746,0.202098,0.130043,0.0922475,0.069942,0.0556015,0.047439,0.0385645,0.029026,0.023047,0.0190165,0.0161205,0.013952,0.173729
IT-1976-0019,46.32,13.261,9.2,IT.SMU,46.339722,13.061389,4.4198,15.5259320049,1500.5,TF,1,8.5424885,8.595825,9.880285,16.89525,24.53845,29.89995,18.2933,13.50105,7.62758,9.959895,8.49026,6.158255,5.48608,5.082965,4.910785,3.406415,2.36059,2.087485,1.75888,1.256805,1.0095855,0.598474,0.3996145,0.287009,0.220346,0.179107,0.116077,0.082657,0.0627145,0.0497735,0.0423955,0.034421,0.025849,0.0204815,0.0168635,0.014569,0.012845,0.1803855
IT-1976-0019,46.32,13.261,9.2,IT.TRC,46.214469,13.224934,4.4198,12.0554480167,780,TF,1,89.972603,90.9251,102.09185,121.948,134.768,187.8865,250.645,108.256,73.8998,50.7019,41.39475,30.0274,27.5933,25.13895,22.8462,20.76925,16.0662,14.12905,12.11685,9.353435,7.02837,4.098415,3.033235,2.38145,1.90496,1.55571,1.016591,0.726631,0.5529895,0.4397725,0.3750245,0.304416,0.228579,0.1811275,0.1489375,0.125878,0.1087515,1.53
IT-1976-0020,46.29,13.191,4.8,IT.TRC,46.214469,13.224934,3.8868,8.7940573824,780,TF,2,33.3293645,33.49985,36.5751,47.179,60.15105,118.7835,111.007,34.5433,34.3982,19.57375,18.882,17.3835,11.8533,7.760075,5.58956,4.539155,4.23147,4.094465,4.011425,3.5934,2.9181,2.302275,1.690285,1.405405,1.13306,0.857417,0.46608,0.315581,0.2266145,0.1701195,0.140986,0.1116845,0.081197,0.0629955,0.051917,0.0443645,0.03861,0.575027
IT-1976-0021,44.5832,9.6169,10.5686,IT.SLM,44.6330555556,9.40361111111,4.3132,17.8147433559,1267.9,NF,1.11111111111111,9.948709,9.961995,10.78015,16.716,18.04385,24.7633,24.91035,25.55305,12.897,8.955545,6.41304,5.59387,5.07064,4.89409,4.759075,4.30291,3.553315,3.39448,2.969765,2.44116,1.980305,1.30156,0.839655,0.641024,0.5006495,0.396961,0.242225,0.165998,0.1227765,0.096103,0.0813325,0.0655885,0.049032,0.038822,0.032052,0.027674,0.024392,0.335791
IT-1976-0022,46.34,13.06,1,E.BUI,46.221667,13.090278,4.1,13.3589085068,254,NF,1.11111111111111,25.658761,25.9068,27.63835,36.59355,34.74025,54.37875,54.7404,39.1765,36.14015,26.9647,19.88505,15.3602,12.30195,10.2882,10.14665,8.724475,6.97155,6.07963,5.40486,4.921605,5.75885,2.635995,1.89763,1.413825,1.0155575,0.69994,0.38036,0.270207,0.212487,0.1584055,0.140741,0.118695,0.0880635,0.072537,0.0617165,0.0536985,0.0475345,0.670264
IT-1976-0022,46.34,13.06,1,E.FRC,46.221111,12.996667,4.1,14.0879407867,454,NF,1.66666666666667,20.1239485,20.195,21.14185,24.35055,26.21285,34.0896,59.73985,53.54395,68.2733,39.8172,37.34655,36.8587,24.99595,18.9048,13.91645,7.72737,4.742055,3.848985,3.12813,2.186855,1.79533,1.37979,0.983258,0.695806,0.507379,0.3803985,0.2727955,0.2219945,0.172447,0.137117,0.123391,0.1061735,0.0845855,0.069534,0.0591445,0.051371,0.045372,0.646746
IT-1976-0022,46.34,13.06,1,IT.SMU,46.339722,13.061389,4.1,0.11131129992,1500.5,NF,1,6.6379595,6.669795,7.3806,11.42285,14.9587,19.2833,20.1331,12.5086,11.7987,10.9093,8.056695,5.190525,5.554605,5.018125,4.01693,2.013615,1.37746,1.135325,0.9506145,0.6936075,0.5670315,0.3583305,0.300156,0.220398,0.153215,0.1214925,0.080937,0.057024,0.0428095,0.033901,0.0290325,0.023947,0.0187135,0.0153515,0.012993,0.0113135,0.010147,0.1604005
IT-1976-0023,46.246,13.05,11.2,E.FRC,46.221111,12.996667,3.8868,4.95764974431,454,NF,1.11111111111111,22.065872,22.1796,23.2426,24.8283,26.45755,34.65815,44.66965,53.85075,70.4594,54.01295,55.9876,37.85835,23.3827,16.12035,11.05675,6.51004,4.45611,4.020105,3.63925,2.8938,2.26182,1.378275,1.044115,0.820265,0.652605,0.531474,0.3549975,0.260059,0.2026915,0.166215,0.145317,0.121929,0.095246,0.0781105,0.0667505,0.0582615,0.051436,0.7732135
