EVENT,ev_lat,ev_lon,dep,NET_STA,st_lat,st_lon,Mw_RCMT,RR,vs30,sf,Tmax_s,pga,T0_010,T0_025,T0_040,T0_050,T0_070,T0_100,T0_150,T0_200,T0_250,T0_300,T0_350,T0_400,T0_450,T0_500,T0_600,T0_700,T0_750,T0_800,T0_900,T1_000,T1_200,T1_400,T1_600,T1_800,T2_000,T2_500,T3_000,T3_500,T4_000,T4_500,T5_000,T6_000,T7_000,T8_000,T9_000,T10_000,pgv
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.POFI,41.71743,13.71202,3.9934,105.989494634,1280,NF,6.66666666666667,0.0265045,0.026514,0.0267285,0.027043,0.0274265,0.0281515,0.040154,0.0543425,0.065274,0.060618,0.0669645,0.065412,0.07319,0.099736,0.094546,0.0789505,0.064851,0.058818,0.0536335,0.0508365,0.0433375,0.037461,0.031229,0.0234445,0.01852,0.020333,0.011221,0.0091575,0.0068575,0.0044655,0.0040055,0.002999,0.0017775,0.0011,0.000849,0.0006,0.000444,0.003063815
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.PP3,43.37783,13.6095,3.9934,88.7455166683,271.2,NF,10,0.3900075,0.390464,0.395444,0.4164035,0.4305905,0.5453585,0.725139,1.59399,0.9713815,0.98101,0.656128,0.737652,0.719508,0.753442,0.7785705,0.6689245,0.612225,0.593575,0.560511,0.4661625,0.390253,0.2416395,0.1684825,0.127621,0.1149175,0.0877675,0.0507445,0.0393965,0.0316915,0.024191,0.020881,0.0184105,0.01016,0.0070745,0.0046925,0.0034555,0.0026825,0.0278109
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.PTQR,42.02193,13.40057,3.9934,66.7406049871,892.9,NF,12.5,0.0626065,0.062702,0.063891,0.066204,0.0717985,0.086372,0.1334705,0.22124,0.205951,0.1971485,0.160245,0.181546,0.1216415,0.1002765,0.096039,0.090872,0.0644005,0.07302,0.0591165,0.0636515,0.0678935,0.0386805,0.036784,0.028495,0.024477,0.023723,0.0175165,0.012708,0.008926,0.008484,0.008206,0.0060325,0.0033755,0.0026735,0.0016575,0.0010785,0.000894,0.004433055
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.RM33,42.50898,13.21452,3.9934,13.1087965884,551.7,NF,10,5.117443,5.13911,5.503455,7.271975,8.449125,10.37225,18.6348,15.68,20.64715,12.1582,8.307925,6.551585,5.83226,4.98974,3.87595,2.355005,1.83889,1.872755,1.7212,1.363165,1.025355,0.703132,0.534224,0.389947,0.314436,0.257885,0.178316,0.1230935,0.082716,0.062861,0.0530005,0.0421435,0.030427,0.0241125,0.019817,0.016763,0.014441,0.1657545
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.RMP,41.811928,12.70492,3.9934,101.218523494,682.3,NF,6.66666666666667,0.108556,0.108666,0.109558,0.111156,0.1129135,0.1232185,0.1867045,0.24799,0.2206165,0.32488,0.367958,0.372586,0.265287,0.2648585,0.201294,0.172457,0.1507175,0.149183,0.142587,0.1620955,0.1717665,0.101919,0.076753,0.069698,0.043763,0.034179,0.0241535,0.0258515,0.0215915,0.013843,0.0119205,0.00685,0.0041655,0.0022955,0.0017525,0.0014075,0.0011965,0.01052235
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.RNI2,41.70328,14.1524,3.9934,124.362942779,895,NF,20,0.0386625,0.0386705,0.0393225,0.0409185,0.0404845,0.0470785,0.071449,0.0978285,0.08683,0.081711,0.084272,0.087635,0.071871,0.0731425,0.0850615,0.083624,0.075329,0.0701305,0.0775095,0.077652,0.0847095,0.0565855,0.058332,0.045459,0.034733,0.0233035,0.0171885,0.0163655,0.019233,0.0144615,0.0098795,0.0065835,0.004108,0.002617,0.001809,0.001407,0.00136,0.004608325
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.SACS,42.84906,11.90967,3.9934,115.258370163,692,NF,10,0.0331655,0.033228,0.0335435,0.0340025,0.035282,0.0358485,0.0454025,0.0813805,0.0839245,0.095517,0.0711145,0.0735975,0.0708415,0.077647,0.0878725,0.101981,0.093257,0.08266,0.0695925,0.0678835,0.0554085,0.044149,0.0484875,0.026629,0.0235545,0.01723,0.0139445,0.0079605,0.0059885,0.0054505,0.0047045,0.003714,0.0028015,0.0021685,0.0014485,0.0010705,0.0007325,0.00422827
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.T0110,42.22944,13.776334,3.9934,59.2133564425,584.5,NF,6.66666666666667,0.5306035,0.5342155,0.5530635,0.5945725,0.6136755,0.7565315,1.310885,1.473565,1.281715,1.0070055,1.20687,1.193175,0.846422,0.731875,0.9407305,0.6227695,0.374329,0.245592,0.224849,0.204978,0.1702855,0.114531,0.0990645,0.0614295,0.05529,0.048822,0.0395785,0.0369405,0.026144,0.0175935,0.0120185,0.007888,0.004494,0.003157,0.002485,0.00208,0.0017735,0.0222728
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.TERO,42.62279,13.60393,3.9934,26.4876186649,912,NF,10,6.403504,6.452545,6.91939,9.65842,13.67055,17.3037,18.1798,8.454765,7.68274,5.50296,3.3636,2.12245,2.07475,1.80758,1.48499,1.836065,1.672555,1.468865,1.2729,0.7729755,0.49786,0.2930725,0.1788925,0.138999,0.144458,0.119541,0.063936,0.048071,0.0397535,0.029688,0.023661,0.020742,0.015378,0.01128,0.0091195,0.0076525,0.0066685,0.1102255
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.TRE1,43.311198,13.312848,3.9934,77.2519023653,545.9,NF,3.33333333333333,0.767757,0.7682605,0.7758695,0.8267755,1.02001,1.295325,2.04975,2.363605,2.453015,1.93127,2.60404,1.955315,2.179785,1.893025,1.558295,1.048725,0.71857,0.66388,0.613852,0.3562165,0.282881,0.200886,0.1384415,0.1100735,0.0861805,0.0688515,0.0354505,0.0240265,0.016053,0.0116675,0.0101375,0.0083825,0.006268,0.004958,0.0041815,0.0035495,0.00312,0.0407267
EMSC-20160824_0000010,42.6162,13.2812,6.7,IV.TRTR,42.8081,13.9138,3.9934,56.0360404598,297,NF,10,0.77182,0.7740095,0.8035945,0.856504,0.977669,1.47253,2.39401,2.08405,1.91972,1.535495,1.9836,1.893375,1.4096,1.49589,1.325645,1.024005,0.7795655,0.6681825,0.642298,0.550063,0.5490895,0.4214895,0.263797,0.179639,0.138368,0.131786,0.0714015,0.0479885,0.0396395,0.039749,0.0312615,0.021084,0.012027,0.009208,0.0064555,0.005169,0.0041695,0.0351731
EMSC-20160824_0000010,42.6162,13.2812,6.7,MN.AQU,42.354,13.405,3.9934,30.8532272255,598.3,NF,10,0.573128,0.5745905,0.5873905,0.620669,0.746014,1.131595,1.408635,1.11689,1.75927,1.44794,1.21883,1.457845,1.068005,1.071815,0.954145,0.617308,0.695081,0.5896225,0.3937295,0.369028,0.3674815,0.3279435,0.225878,0.1573305,0.1391765,0.0940405,0.05855,0.0464095,0.033549,0.0233235,0.0195765,0.0145055,0.0101925,0.0071395,0.0055115,0.0045055,0.003878,0.0352881
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.0CAN,43.472301,12.6308,3.8868,104.939677851,440.7,NF,4,0.0751975,0.0755045,0.077293,0.0936025,0.1083655,0.1739445,0.1924075,0.365308,0.258675,0.2144025,0.216055,0.1455,0.117782,0.1240165,0.1186545,0.0712805,0.0639835,0.0690045,0.06266,0.041998,0.037061,0.0304225,0.017708,0.0131935,0.011829,0.0085225,0.006922,0.0042085,0.002234,0.001622,0.0012855,0.000947,0.000608,0.0004835,0.0004055,0.0003255,0.000273,0.00327538
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.CSN,44.137,12.2414,3.8868,184.672280079,541,NF,2.5,0.041748,0.0417755,0.041977,0.042817,0.04286,0.047924,0.049755,0.073005,0.1168255,0.1806995,0.1535765,0.094668,0.0780715,0.0909325,0.092522,0.0763645,0.0579845,0.055624,0.0535295,0.04396,0.0467465,0.027072,0.0195195,0.01688,0.012307,0.0094205,0.0057055,0.003343,0.0017575,0.0011795,0.000908,0.0006885,0.0004875,0.000363,0.000291,0.0002405,0.000211,0.00272154
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.CSO1,42.100933,13.088044,3.8868,64.7558508016,763.9,NF,6.66666666666667,0.0663675,0.0665265,0.066949,0.0685205,0.069754,0.0708215,0.0880715,0.1354955,0.152381,0.1423075,0.1472535,0.1640175,0.1946065,0.212598,0.2668135,0.184504,0.197268,0.1603065,0.1518765,0.1356765,0.1236475,0.1378425,0.088206,0.061672,0.051458,0.041646,0.0213485,0.0168305,0.011072,0.0075005,0.0065625,0.004454,0.002529,0.002169,0.0015175,0.001067,0.000874,0.007174545
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.FOC,43.0263,12.896506,3.8868,51.8836430896,421.9,NF,6.66666666666667,2.450891,2.49439,2.79597,4.41514,6.16452,6.983125,7.217915,3.960735,2.85921,1.902455,1.286595,0.91645,0.7383865,0.6261165,0.438009,0.245861,0.1668355,0.1631485,0.16131,0.0992895,0.0850875,0.0626895,0.041856,0.045827,0.048251,0.0425355,0.028883,0.016987,0.011817,0.0079645,0.006466,0.0051045,0.003749,0.003207,0.002786,0.0024875,0.0021975,0.0367037
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.MMP1,42.249229,12.748319,3.8868,64.3573114088,800,NF,6.66666666666667,0.1063555,0.106411,0.10812,0.1102195,0.1202225,0.126409,0.1845015,0.2832065,0.259691,0.2087735,0.259636,0.3710585,0.301678,0.261568,0.230772,0.2166095,0.121218,0.099369,0.1020965,0.122287,0.1012495,0.0498505,0.0486095,0.0442335,0.0418505,0.040046,0.0313215,0.0195625,0.0124685,0.0080225,0.004821,0.0034915,0.0018945,0.001269,0.001026,0.0008565,0.000681,0.00690157
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.NCR,43.11153,12.784582,3.8868,64.9911108783,555,NF,2.5,1.4163765,1.422935,1.475625,1.5288,1.721755,1.980795,3.794295,8.386995,2.324425,1.08984,0.835061,0.6448585,0.433191,0.3723625,0.2710255,0.186109,0.153915,0.1304945,0.1087335,0.0825835,0.086662,0.046855,0.033414,0.031904,0.027057,0.0234675,0.0133585,0.009415,0.0075595,0.006318,0.005595,0.004865,0.003898,0.003313,0.002891,0.002562,0.002296,0.0363512
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.PAN,43.00581,12.14362,3.8868,101.591165848,980,NF,3.33333333333333,0.0193645,0.0193795,0.0195735,0.0205105,0.022648,0.0242045,0.0317845,0.033703,0.0435095,0.0543715,0.0655105,0.0443025,0.047415,0.0423745,0.0426575,0.0387115,0.034005,0.0397235,0.0361785,0.029401,0.0315935,0.0233795,0.0160895,0.0143115,0.0127675,0.0154245,0.007744,0.004612,0.002956,0.0017065,0.001218,0.0008815,0.000604,0.000441,0.000339,0.0002755,0.000226,0.002172345
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.PCB,42.558022,13.33799,3.8868,12.1881296203,798.9,NF,6.66666666666667,3.882462,3.894735,4.291495,7.490545,13.39305,9.139725,12.6258,9.487165,8.7458,7.6957,6.89007,3.6347,2.14919,1.89125,1.575485,1.459655,0.9643875,1.072035,1.04243,0.783599,0.6155455,0.439373,0.3164435,0.2510545,0.227358,0.1853205,0.1214,0.076644,0.0519015,0.039641,0.030935,0.0232745,0.0165345,0.0130295,0.010818,0.0093165,0.0081575,0.101325
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.PSC,41.812042,13.789196,3.8868,102.946005391,1000,NF,3.33333333333333,0.023509,0.0235115,0.023638,0.02417,0.0238995,0.0251805,0.0254365,0.033529,0.0367945,0.0347685,0.038252,0.038934,0.0438925,0.05434,0.0616,0.079288,0.0717175,0.07545,0.0662685,0.0598265,0.057619,0.04375,0.030066,0.0269155,0.021494,0.015056,0.0077435,0.0055705,0.0030465,0.00205,0.0017255,0.0010325,0.000662,0.0004815,0.0003655,0.0002955,0.0002495,0.002546225
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.SNG,43.68558,13.226162,3.8868,113.723098999,258,NF,3.33333333333333,0.305998,0.30634,0.3096765,0.3137875,0.3225245,0.344446,0.459476,0.585564,1.183145,1.218935,0.852302,0.78683,1.009785,0.871466,0.6674745,0.406058,0.3657045,0.377718,0.288608,0.204965,0.189596,0.091579,0.078614,0.0734515,0.043541,0.033753,0.027126,0.01495,0.00864,0.0059945,0.004861,0.003764,0.002757,0.002218,0.0017975,0.00153,0.0013305,0.0178441
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.TOD,42.738174,12.387275,3.8868,74.896529324,611.7,NF,6.66666666666667,0.1069115,0.106935,0.1076425,0.1116005,0.1166765,0.1266665,0.138915,0.222263,0.208609,0.2837075,0.3145645,0.333554,0.2860345,0.3203785,0.3763215,0.298923,0.3202055,0.285875,0.2578205,0.2261785,0.1511315,0.092335,0.068959,0.062273,0.054969,0.0539995,0.0290175,0.026921,0.0129175,0.0080905,0.006675,0.0057595,0.0027745,0.0019415,0.0016955,0.001347,0.0010465,0.00966421
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.TRE,42.876499,12.7358,3.8868,51.58828462,345.7,NF,6.66666666666667,0.649984,0.650298,0.65632,0.673348,0.706102,0.91055,1.173385,1.133185,1.41804,1.753135,2.47566,2.162805,1.882335,1.40326,1.42083,1.000729,0.76134,0.525229,0.4553105,0.4721005,0.4327385,0.2756265,0.191325,0.137692,0.1172285,0.08667,0.0519865,0.032928,0.022034,0.0142215,0.0122075,0.008855,0.0067035,0.0051265,0.004269,0.0036975,0.0032265,0.04226265
EMSC-20160824_0000011,42.6632,13.2957,6.4,IT.TRN1,42.558201,12.6461,3.8868,54.563279096,356.3,NF,6.66666666666667,0.151692,0.1518575,0.153412,0.163245,0.16749,0.226496,0.247516,0.3368685,0.290554,0.2766735,0.3168455,0.3474265,0.3668015,0.4658885,0.341337,0.369582,0.202014,0.184946,0.2078295,0.215559,0.1489165,0.072653,0.0684225,0.0618795,0.050375,0.054895,0.047431,0.029124,0.0164675,0.0110105,0.009081,0.0060575,0.0034195,0.0023775,0.0017125,0.001263,0.0010745,0.0116381
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.APEC,43.55846,12.41991,3.8868,122.364548354,768,NF,6.66666666666667,0.0407465,0.040805,0.0413575,0.0425345,0.0415625,0.047622,0.06595,0.100141,0.130036,0.120027,0.096252,0.0866405,0.0824765,0.0861985,0.102711,0.0824005,0.06627,0.0627115,0.0678815,0.0460695,0.049629,0.040621,0.028108,0.021375,0.020614,0.018448,0.0193935,0.009972,0.008923,0.005201,0.0034245,0.001948,0.0013955,0.0008695,0.000616,0.0005035,0.000406,0.00306806
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.ATMI,43.33419,12.26801,3.8868,112.154755407,982.4,NF,6.66666666666667,0.08897,0.088977,0.0893435,0.091156,0.0901285,0.0943035,0.115105,0.1394455,0.215108,0.279972,0.3784,0.2476165,0.240751,0.254718,0.30995,0.2188185,0.1708855,0.1509735,0.1486925,0.1137675,0.098262,0.044001,0.0280725,0.024132,0.023764,0.021413,0.0139475,0.0083995,0.0053385,0.0036465,0.002793,0.001668,0.0014655,0.0010645,0.000785,0.000655,0.000539,0.007802195
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.ATPC,43.4807,12.457,3.8868,113.639374147,560.3,NF,10,0.068814,0.0690145,0.07181,0.0771455,0.0770245,0.1147105,0.1430705,0.171413,0.213648,0.2221125,0.1632935,0.142634,0.1306205,0.139015,0.1606455,0.121119,0.0898685,0.0911395,0.080406,0.065544,0.059806,0.055029,0.030794,0.0285435,0.027357,0.0212445,0.01906,0.012791,0.008674,0.0055575,0.0040185,0.0030915,0.001702,0.000988,0.000896,0.000653,0.000533,0.004246515
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.ATVO,43.38211,12.40663,3.8868,107.842632193,1036,NF,6.66666666666667,0.0314485,0.0314725,0.031921,0.0331895,0.034621,0.043014,0.054441,0.0762515,0.090791,0.086848,0.109778,0.1041255,0.079862,0.0845685,0.0709335,0.079062,0.063042,0.064582,0.0582565,0.0491865,0.044572,0.0364565,0.021997,0.020742,0.016304,0.019252,0.0153135,0.0068175,0.0055825,0.003428,0.002353,0.0018095,0.0010515,0.0006825,0.000505,0.0004085,0.0003235,0.00283265
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.CAMP,42.53578,13.409,3.8868,16.9354003476,902.7,NF,6.66666666666667,0.3963105,0.3973925,0.40492,0.525286,0.6092545,1.049635,1.023432,0.907576,1.33506,1.04048,0.686592,0.6818635,0.5221565,0.671708,0.583028,0.56966,0.607555,0.511816,0.448898,0.426465,0.4138935,0.3405345,0.229219,0.1772995,0.107039,0.0835485,0.038657,0.031471,0.019821,0.0145205,0.011423,0.008504,0.0057265,0.0042045,0.003353,0.0028415,0.0024135,0.02382685
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.FAGN,42.26573,13.58379,3.8868,50.1078017753,888.8,NF,6.66666666666667,0.2198095,0.219918,0.2214295,0.2247545,0.2243955,0.241715,0.289036,0.387977,0.5331325,0.590616,0.5852185,0.762775,0.853985,0.706525,0.8423385,0.669764,0.3637665,0.3045635,0.2673905,0.1786015,0.1537985,0.0841375,0.065125,0.0508275,0.051301,0.039365,0.0182175,0.0115235,0.0069605,0.005005,0.0040025,0.0034665,0.0025955,0.001948,0.001583,0.001333,0.001151,0.01610495
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.FEMA,42.9621,13.04976,3.8868,38.8220380848,1070.4,NF,4,2.4775865,2.50495,2.81124,4.02882,5.681105,10.88915,6.27068,4.00914,4.014635,2.496945,1.593975,1.54418,1.298605,1.03743,0.732483,0.535171,0.4684675,0.3865465,0.461648,0.407519,0.3302185,0.1855875,0.1181605,0.123028,0.1261125,0.10823,0.0678565,0.0390105,0.024739,0.0179225,0.013659,0.0108345,0.0077135,0.005924,0.00488,0.004195,0.00365,0.0447427
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.FSSB,43.69309,12.77707,3.8868,121.938980679,769.2,NF,6.66666666666667,0.1821905,0.1823065,0.184446,0.196062,0.237386,0.273165,0.3257075,0.4567705,0.5530415,0.5279555,0.5004955,0.5094575,0.5505115,0.517021,0.304444,0.193074,0.0903395,0.081361,0.07407,0.060161,0.0539905,0.0392455,0.031764,0.01951,0.017074,0.0145995,0.0097565,0.006278,0.004702,0.0035475,0.002944,0.002428,0.0017,0.0011975,0.000959,0.0008815,0.000773,0.01063695
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.GAG1,43.238063,13.067434,3.8868,66.523787723,994.8,NF,2.85714285714286,0.490765,0.492293,0.5170975,0.5903775,0.793063,1.04094,1.1238,1.445005,1.639465,2.08537,1.153395,0.861,0.9374535,0.8857025,0.652369,0.416599,0.3611075,0.275961,0.2473695,0.2334355,0.188437,0.111427,0.09225,0.057376,0.052227,0.0511715,0.0398575,0.0212215,0.0123025,0.008311,0.0060365,0.004339,0.0032325,0.0024645,0.001965,0.0016415,0.001418,0.0207118
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.GUMA,43.0627,13.3352,3.8868,44.4977202087,488,NF,16.6666666666667,2.199837,2.210375,2.258225,2.40093,2.52684,2.80096,4.351025,7.33729,5.87342,6.59827,4.840405,4.68039,3.21528,2.26863,1.783075,1.461125,1.937915,1.54465,1.08003,0.652559,0.489608,0.2654835,0.177607,0.1402155,0.1045595,0.0816825,0.0745035,0.047521,0.033648,0.022631,0.020371,0.0161645,0.0120145,0.0096185,0.0080025,0.0069205,0.006194,0.0917017
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.NARO,43.610823,12.580583,3.8868,120.282801246,635,NF,6.66666666666667,0.0354045,0.0354565,0.038288,0.057974,0.0736585,0.093063,0.0853775,0.096706,0.0954465,0.0963645,0.0903805,0.0559095,0.0594325,0.048284,0.052577,0.0391875,0.036953,0.0360125,0.027826,0.0252455,0.0258205,0.024391,0.0147335,0.0128855,0.011319,0.0123615,0.015917,0.010394,0.004841,0.002888,0.00207,0.0013065,0.0007985,0.000527,0.000432,0.000327,0.000284,0.00191644
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.PARC,43.6486,12.2386,3.8868,139.198005679,1090.3,NF,6.66666666666667,0.018026,0.018061,0.018378,0.018438,0.019315,0.021196,0.028397,0.0448305,0.049786,0.05764,0.0626385,0.065012,0.0503515,0.0481195,0.0472035,0.0476565,0.049802,0.0433675,0.045325,0.035412,0.032453,0.0241305,0.0156675,0.01462,0.0123825,0.0137345,0.015765,0.0123055,0.006887,0.0031115,0.001882,0.0014505,0.000884,0.000608,0.000429,0.000335,0.000275,0.00194663
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.PESA,43.94105,12.84018,3.8868,146.699163091,766.1,NF,6.66666666666667,0.053658,0.053743,0.0543405,0.0574195,0.0580755,0.0690965,0.0998715,0.154568,0.1993815,0.240116,0.200598,0.1759595,0.143928,0.1301825,0.1226735,0.091259,0.0701925,0.0782625,0.077423,0.0543985,0.051559,0.031001,0.0258625,0.029701,0.0221415,0.0174285,0.0118945,0.0077105,0.0051045,0.0034565,0.0027165,0.002211,0.0014475,0.000846,0.000671,0.0005635,0.000419,0.00365153
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.PIEI,43.53567,12.535,3.8868,115.019966817,1035.9,NF,5,0.05452,0.054611,0.056129,0.063647,0.0709425,0.105141,0.1435925,0.1755405,0.176423,0.1824805,0.139153,0.1471185,0.1070395,0.070674,0.0572955,0.0437105,0.0323385,0.0315555,0.0374215,0.03319,0.028175,0.017622,0.010182,0.0085675,0.008368,0.008555,0.0073715,0.0047025,0.0031285,0.0018495,0.001187,0.0008545,0.0005855,0.0004485,0.000317,0.00025,0.0002035,0.002229575
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.POFI,41.71743,13.71202,3.8868,110.538367813,1280,NF,10,0.0138095,0.0138165,0.0139835,0.014049,0.014146,0.0152805,0.019313,0.0300185,0.035075,0.032271,0.027195,0.0349305,0.033389,0.0419745,0.04741,0.043122,0.050066,0.041803,0.0386035,0.037507,0.031411,0.02612,0.0175575,0.0161145,0.0148915,0.014344,0.012451,0.006124,0.0040875,0.0027895,0.002983,0.0020465,0.001255,0.0009025,0.0005385,0.000472,0.0003895,0.00198379
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.RDP,41.76039,12.7103,3.8868,111.323779384,575.4,NF,10,0.066181,0.0662245,0.0666285,0.069008,0.070431,0.06969,0.0770885,0.1184375,0.105732,0.0989805,0.129138,0.2004825,0.202179,0.2710615,0.2391625,0.238834,0.2316945,0.1794765,0.137057,0.140873,0.145766,0.0664375,0.042015,0.04137,0.0317335,0.0271885,0.0226765,0.014002,0.011005,0.008554,0.0067565,0.004643,0.0026375,0.0016885,0.0011795,0.0009815,0.000804,0.006404825
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.SACS,42.84906,11.90967,3.8868,115.325964565,692,NF,6.66666666666667,0.0233885,0.0234025,0.0237145,0.0237145,0.0241075,0.0253525,0.0298185,0.0352025,0.040734,0.0522805,0.060549,0.0628275,0.0722715,0.0743005,0.055234,0.058975,0.0584365,0.057253,0.059701,0.0593585,0.0528785,0.040216,0.027747,0.0262795,0.022387,0.023432,0.0138815,0.0090405,0.005222,0.004919,0.00335,0.002132,0.001556,0.0010555,0.000833,0.000549,0.000443,0.002924545
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.T0110,42.22944,13.776334,3.8868,62.3304579661,584.5,NF,10,0.1630785,0.1635565,0.1675835,0.1764385,0.1926085,0.2787605,0.35938,0.473523,0.463971,0.5027855,0.4089825,0.4997545,0.3599595,0.3812165,0.338429,0.393723,0.22989,0.1742575,0.1669505,0.1267525,0.114749,0.0777455,0.050062,0.0448045,0.042768,0.0281035,0.0279585,0.020009,0.0109315,0.007034,0.0057145,0.003526,0.002099,0.0015445,0.0012325,0.001005,0.000812,0.008958095
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.TERO,42.62279,13.60393,3.8868,25.6738622084,912,NF,5,4.192765,4.273275,4.543325,6.262025,7.547705,14.2888,9.21173,8.120535,7.623645,3.02772,1.736835,1.40791,1.196785,1.00579,0.890104,0.8805865,0.6436685,0.6369275,0.5769235,0.3625505,0.28736,0.2077965,0.1468285,0.1047345,0.1085765,0.0886593,0.05782665,0.04096505,0.02634855,0.01930525,0.01608135,0.01174705,0.008488705,0.007220735,0.006257715,0.0055379,0.00498611,0.0820816
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.TRTR,42.8081,13.9138,3.8868,53.1136807914,297,NF,6.66666666666667,0.3820635,0.382352,0.3864555,0.4038155,0.421387,0.58663,0.9785205,0.9314785,1.108805,0.9505445,0.8782375,0.924077,0.7994645,0.818848,0.8100725,0.5613915,0.543235,0.427797,0.437545,0.412762,0.323884,0.298223,0.203057,0.1684855,0.1158075,0.112536,0.0666365,0.0449225,0.0349065,0.0245055,0.018296,0.0126155,0.007987,0.0058245,0.0044455,0.0033405,0.0026175,0.02227345
EMSC-20160824_0000011,42.6632,13.2957,6.4,IV.VIVA,41.750225,12.770183,3.8868,110.306015773,613.5,NF,12.5,0.073933,0.0740445,0.0745015,0.0757235,0.0822125,0.0825135,0.0944575,0.166866,0.1736305,0.1893975,0.1966935,0.2592805,0.2496815,0.21305,0.198658,0.1893975,0.126636,0.101001,0.103079,0.1055475,0.1031875,0.046636,0.0419225,0.043124,0.0356485,0.0366995,0.040137,0.021822,0.0144995,0.0102595,0.0082175,0.0055255,0.002953,0.002016,0.0014105,0.001135,0.000958,0.00707873
EMSC-20160824_0000011,42.6632,13.2957,6.4,MN.AQU,42.354,13.405,3.8868,35.5022026247,598.3,NF,6.66666666666667,0.1729015,0.1734505,0.176124,0.1855805,0.186385,0.2155135,0.286203,0.2881085,0.3367555,0.377097,0.327685,0.379514,0.3262725,0.319565,0.364216,0.4061265,0.4284285,0.3332175,0.338708,0.2796285,0.252399,0.2726,0.188624,0.2065325,0.1597135,0.12835,0.0740925,0.0395865,0.02426,0.016843,0.013084,0.0086885,0.005437,0.003846,0.002839,0.002307,0.0019195,0.0171596
EMSC-20160824_0000013,42.79802,13.16114,6.326,IT.CSC,42.719097,13.01228,5.5,12.6008264869,698,NF,14.2857142857143,59.3017465,59.52735,63.94805,86.3116,117.7345,125.2855,147.954,147.1835,118.6395,106.788,130.863,140.1605,106.6765,67.4338,50.3626,44.1446,39.7938,34.99785,35.42705,29.1378,24.62585,17.0661,13.31,9.554535,8.665805,7.131365,4.528945,3.28527,2.206745,1.94293,1.632875,1.40499,1.0451,0.755645,0.5417645,0.401267,0.3406275,2.584185
EMSC-20160824_0000013,42.79802,13.16114,6.326,IT.NRC,42.792543,13.096475,5.5,2.09668606308,498,NF,14.2857142857143,176.3112185,176.704,180.316,194.4,185.9085,240.2175,320.1995,749.7765,512.9525,314.378,200.5835,192.7455,171.5955,144.624,123.0345,132.0675,135.9825,111.6305,100.7067,97.15275,90.3482,103.118,83.37975,65.9083,49.61535,33.2845,18.5322,10.263865,6.965395,5.10349,4.089055,3.05468,2.04064,1.470455,1.12477,0.9347885,0.800739,8.718325
EMSC-20160824_0000013,42.79802,13.16114,6.326,IT.0CAN,43.472301,12.6308,5.5,83.6275132907,440.7,NF,14.2857142857143,2.5307075,2.534035,2.651205,3.11189,4.393725,5.25429,6.500415,7.547245,7.58087,7.37715,4.728695,3.558345,4.54623,5.1434,3.170715,2.178135,1.83911,1.785935,1.70323,1.5003,1.143945,1.0001215,0.7317895,0.5092005,0.4406085,0.385591,0.269198,0.233979,0.150752,0.1500315,0.1371565,0.127863,0.09545,0.058,0.04712,0.0343895,0.0252735,0.1051705
